recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,spend,y,treatment,uplift,p0,p1,group
12,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0.0,0,0,8.16838986390614e-10,1.5878635772754043e-08,1.6695474759144657e-08,Lost Causes
10,1) $0 - $100,87.75,1,0,Rural,0,Web,0,0.0,0,1,-6.850170967606744e-10,1.640253437673718e-08,1.5717517279976507e-08,Lost Causes
8,5) $500 - $750,552.43,1,0,Surburban,1,Web,0,0.0,0,1,1.069659560213661e-09,1.7059780799132018e-08,1.812944035934568e-08,Takers
5,1) $0 - $100,42.69,0,1,Surburban,1,Phone,0,0.0,0,1,9.387726187618853e-10,1.597493631030481e-08,1.6913708929066697e-08,Takers
3,2) $100 - $200,115.78,0,1,Urban,1,Phone,0,0.0,0,0,2.3027013530679607e-10,1.660963643532685e-08,1.6839906570633646e-08,Lost Causes
1,5) $500 - $750,614.76,0,1,Urban,1,Multichannel,0,0.0,0,1,-5.234884478468143e-13,1.9573599585490374e-08,1.9573076097042527e-08,Lost Causes
2,2) $100 - $200,145.03,1,0,Surburban,1,Web,0,0.0,0,1,2.381036448364137e-10,1.544362762089672e-08,1.5681731265733133e-08,Lost Causes
4,2) $100 - $200,146.61,0,1,Urban,0,Phone,1,0.0,0,1,6.686300909545528e-09,1.0987447422836965e-07,1.1656077513791517e-07,Takers
2,3) $200 - $350,297.52,0,1,Rural,1,Multichannel,0,0.0,0,1,-4.372599451375e-14,1.8482302418398664e-08,1.848225869240415e-08,Lost Causes
5,2) $100 - $200,144.37,0,1,Urban,1,Web,1,0.0,0,0,1.769583032248255e-08,1.0888630788109381e-07,1.2658213820357636e-07,Takers
4,1) $0 - $100,34.14,0,1,Urban,1,Web,0,0.0,0,1,1.7029009350384528e-10,1.6280269760211416e-08,1.645055985371526e-08,Lost Causes
4,2) $100 - $200,126.46,1,0,Surburban,1,Phone,0,0.0,0,1,2.4305063947136527e-10,1.5771077386504635e-08,1.6014128025976e-08,Lost Causes
12,1) $0 - $100,40.85,1,0,Urban,0,Phone,0,0.0,0,1,-7.08784161997295e-10,1.69693574664675e-08,1.6260573304470204e-08,Lost Causes
5,1) $0 - $100,95.17,1,0,Urban,0,Web,0,0.0,0,0,-3.587778102170789e-10,1.5826120908391942e-08,1.5467343098174863e-08,Lost Causes
6,2) $100 - $200,104.06,0,1,Urban,0,Phone,0,0.0,0,1,6.551745868696734e-10,1.542261749719157e-08,1.6077792084061244e-08,Lost Causes
7,4) $350 - $500,490.1,1,0,Urban,0,Web,0,0.0,0,1,3.9431437564804866e-10,1.7303565765817785e-08,1.7697880141465833e-08,Lost Causes
9,2) $100 - $200,102.51,0,1,Surburban,1,Web,1,0.0,0,1,2.5390861761031208e-08,1.1320028323196676e-07,1.3859114499299797e-07,Takers
2,5) $500 - $750,640.88,0,1,Rural,1,Multichannel,1,0.0,0,1,-1.1160419959411654e-09,1.849134960235441e-07,1.8379745402760294e-07,Lost Causes
12,2) $100 - $200,194.92,0,1,Urban,1,Web,0,0.0,0,1,1.162368115404112e-09,1.5863662825141464e-08,1.7026030940545576e-08,Takers
5,2) $100 - $200,197.81,1,0,Surburban,1,Web,0,0.0,0,1,1.0539486611517926e-09,1.5724323611645363e-08,1.6778272272797155e-08,Takers
5,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0.0,0,1,5.812921294557155e-10,1.611164569680422e-08,1.6692937826259936e-08,Lost Causes
1,3) $200 - $350,215.33,1,1,Urban,0,Web,0,0.0,0,1,-2.6455374310224534e-13,1.9418309732465625e-08,1.9418045178722523e-08,Lost Causes
4,"6) $750 - $1,000",824.0,1,1,Urban,1,Web,0,0.0,0,0,6.816897167814178e-10,1.8909656875784963e-08,1.959134659256638e-08,Lost Causes
5,5) $500 - $750,649.6,1,1,Urban,1,Multichannel,0,0.0,0,1,9.096003448793553e-10,1.628010174621703e-08,1.7189702091096386e-08,Lost Causes
5,4) $350 - $500,427.54,1,1,Surburban,0,Phone,0,0.0,0,1,1.4131192263067513e-09,1.7144790500969158e-08,1.855790972727591e-08,Takers
10,1) $0 - $100,49.59,1,0,Rural,0,Phone,0,0.0,0,1,-6.73193619775924e-10,1.6119348390899613e-08,1.544615477112369e-08,Lost Causes
10,2) $100 - $200,170.69,1,0,Urban,0,Web,0,0.0,0,1,-6.447584768908378e-10,1.648375484856738e-08,1.583899637167654e-08,Lost Causes
1,5) $500 - $750,511.53,1,0,Urban,1,Web,0,0.0,0,1,-3.52003390407901e-13,1.8731277574099324e-08,1.8730925570708916e-08,Lost Causes
3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0.0,0,1,3.605306766091488e-10,1.5916580800171466e-08,1.6277111476780615e-08,Lost Causes
1,1) $0 - $100,43.63,0,1,Urban,0,Phone,0,0.0,0,0,7.340189687141048e-10,1.629487206698907e-08,1.7028891035703175e-08,Lost Causes
1,1) $0 - $100,55.42,1,0,Surburban,1,Web,0,0.0,0,1,2.5441789227705074e-10,1.65007511708811e-08,1.675516906315815e-08,Lost Causes
3,3) $200 - $350,290.66,1,0,Surburban,1,Web,0,0.0,0,1,6.484460432997619e-10,1.7981046501748058e-08,1.862949254504782e-08,Lost Causes
2,5) $500 - $750,593.85,0,1,Rural,1,Multichannel,0,0.0,0,1,-2.2056605416616854e-13,1.8920546689807795e-08,1.892032612375363e-08,Lost Causes
9,3) $200 - $350,302.78,0,1,Urban,0,Phone,0,0.0,0,0,1.575375507861334e-09,1.6714628878269122e-08,1.8290004386130456e-08,Takers
4,1) $0 - $100,56.78,1,0,Urban,1,Web,0,0.0,0,1,2.517131119225784e-10,1.6335013450743495e-08,1.6586726562666074e-08,Lost Causes
3,3) $200 - $350,243.51,1,0,Urban,0,Phone,1,0.0,0,1,-1.0393516647858945e-08,1.9648068343269658e-07,1.8608716678483763e-07,Lost Causes
8,1) $0 - $100,57.85,0,1,Surburban,1,Web,0,0.0,0,1,4.785788439887952e-10,1.5349312781415814e-08,1.582789162540461e-08,Lost Causes
3,3) $200 - $350,204.31,0,1,Urban,0,Web,0,0.0,0,0,-4.732311448665109e-10,1.7640406602195918e-08,1.7167175457329407e-08,Lost Causes
5,3) $200 - $350,297.59,0,1,Urban,0,Web,0,0.0,0,1,9.73603153267907e-10,1.666999342306505e-08,1.7643596576332956e-08,Takers
3,"6) $750 - $1,000",822.84,0,1,Surburban,1,Multichannel,1,0.0,0,0,1.1327376515648929e-08,1.5063064091690555e-07,1.6195801743255448e-07,Takers
5,4) $350 - $500,474.52,1,0,Surburban,1,Multichannel,0,0.0,0,1,1.306150951633175e-09,1.6502586502511778e-08,1.7808737454144953e-08,Takers
2,3) $200 - $350,226.51,1,1,Urban,0,Phone,0,0.0,0,0,1.8470887616132925e-10,1.8616753878826952e-08,1.880146275498828e-08,Lost Causes
3,1) $0 - $100,90.73,1,0,Surburban,0,Phone,0,0.0,0,0,6.26192803319989e-11,1.572860821608519e-08,1.579122749641719e-08,Lost Causes
5,1) $0 - $100,42.03,0,1,Urban,0,Phone,0,0.0,0,0,7.347173248228304e-10,1.617877027123563e-08,1.6913487596058462e-08,Lost Causes
10,1) $0 - $100,56.15,1,0,Rural,0,Phone,0,0.0,0,0,-6.731942138052155e-10,1.6119362614690523e-08,1.5446168400885307e-08,Lost Causes
3,2) $100 - $200,162.36,0,1,Urban,0,Phone,0,0.0,0,0,4.1121627680931056e-10,1.5763495214785495e-08,1.6174711491594806e-08,Lost Causes
4,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,1,-7.520664040319566e-11,1.652563200572296e-08,1.6450425365319763e-08,Lost Causes
3,1) $0 - $100,39.64,0,1,Urban,1,Web,0,0.0,0,1,5.332909235809611e-10,1.6362771962218276e-08,1.6896062885799238e-08,Lost Causes
11,4) $350 - $500,374.25,1,0,Rural,1,Web,0,0.0,0,0,7.937330114408224e-10,1.850396823676002e-08,1.9297701248200843e-08,Lost Causes
5,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0.0,0,0,5.715039451700891e-10,1.5840215280676183e-08,1.6411719225846272e-08,Lost Causes
10,3) $200 - $350,345.4,1,0,Rural,0,Phone,1,0.0,0,0,1.2724458437758217e-08,1.281201511827722e-07,1.408446096205304e-07,Takers
9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0.0,0,0,3.600665778378686e-10,1.5647471410254504e-08,1.6007537988092373e-08,Lost Causes
11,4) $350 - $500,417.16,0,1,Rural,0,Phone,0,0.0,0,1,5.208638374072726e-10,1.8085130268606133e-08,1.8605994106013406e-08,Lost Causes
6,4) $350 - $500,417.86,1,1,Surburban,0,Web,0,0.0,0,0,1.152008198770044e-09,1.7476181382775577e-08,1.862818958154562e-08,Takers
3,1) $0 - $100,63.58,0,1,Surburban,0,Web,1,0.0,0,1,-1.0772410594937642e-08,1.3505678347361974e-07,1.242843728786821e-07,Lost Causes
12,3) $200 - $350,313.66,0,1,Surburban,0,Multichannel,1,0.0,0,0,3.759353313337664e-08,8.687622012370189e-08,1.2446975325707853e-07,Takers
4,2) $100 - $200,120.72,0,1,Urban,1,Web,0,0.0,0,1,2.281518539068965e-10,1.6466438835455715e-08,1.669459068936261e-08,Lost Causes
3,3) $200 - $350,274.35,1,1,Surburban,1,Web,0,0.0,0,0,6.874318300837087e-10,1.906799518699015e-08,1.975542701707386e-08,Lost Causes
5,5) $500 - $750,523.76,0,1,Surburban,1,Multichannel,0,0.0,0,1,9.22126362730488e-10,1.65026239364567e-08,1.742475029918719e-08,Lost Causes
8,"7) $1,000 +",1074.19,0,1,Urban,1,Multichannel,0,0.0,0,1,9.351851363757861e-10,1.6736311240036016e-08,1.7671496376411803e-08,Takers
9,4) $350 - $500,424.53,0,1,Rural,0,Multichannel,0,0.0,0,1,5.15664472025483e-10,1.79046009340224e-08,1.8420265406047882e-08,Lost Causes
1,4) $350 - $500,440.08,1,0,Surburban,0,Multichannel,0,0.0,0,1,-1.581924697620924e-13,1.9522509432048684e-08,1.9522351239578922e-08,Lost Causes
2,3) $200 - $350,237.73,1,1,Urban,0,Web,1,0.0,0,1,5.3633176271619926e-09,1.5477238021996316e-07,1.6013569784712515e-07,Takers
3,4) $350 - $500,353.57,1,0,Surburban,0,Phone,0,0.0,0,1,-4.963279016308894e-10,1.9338816255725877e-08,1.8842488354094988e-08,Lost Causes
3,2) $100 - $200,113.96,1,0,Urban,1,Web,0,0.0,0,0,2.3991176246195403e-10,1.5563664070927745e-08,1.58035758333897e-08,Lost Causes
10,2) $100 - $200,149.22,1,0,Surburban,1,Web,0,0.0,0,1,7.502188764857454e-10,1.4583309510916408e-08,1.5333528387402154e-08,Lost Causes
3,3) $200 - $350,279.98,1,1,Surburban,1,Phone,0,0.0,0,1,6.662681583605918e-10,1.848109477162127e-08,1.914736292998186e-08,Lost Causes
9,1) $0 - $100,79.78,0,1,Urban,0,Phone,0,0.0,0,1,-3.164372688601735e-11,1.5652076593028705e-08,1.5620432866142688e-08,Lost Causes
3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0.0,0,1,3.605306766091488e-10,1.5916580800171466e-08,1.6277111476780615e-08,Lost Causes
3,1) $0 - $100,45.99,1,0,Urban,0,Web,1,0.0,0,1,2.015663145428518e-08,1.201913984401783e-07,1.403480298944635e-07,Takers
11,2) $100 - $200,111.5,1,0,Surburban,1,Web,0,0.0,0,0,7.572323420319398e-10,1.4719636746701093e-08,1.5476869088733032e-08,Lost Causes
2,4) $350 - $500,454.82,0,1,Rural,0,Web,0,0.0,0,1,-2.1629969954596188e-13,1.9851048205179427e-08,1.985083190547988e-08,Lost Causes
1,2) $100 - $200,100.68,0,1,Urban,0,Web,0,0.0,0,1,-2.0297901125627558e-11,1.6946894855908544e-08,1.6926596954782917e-08,Lost Causes
8,2) $100 - $200,163.0,0,1,Surburban,0,Web,0,0.0,0,0,2.306617486948292e-10,1.5629338718255308e-08,1.5860000466950137e-08,Lost Causes
6,3) $200 - $350,331.31,0,1,Surburban,0,Multichannel,0,0.0,0,1,1.2159268265233666e-09,1.6259022264714976e-08,1.7474949091238342e-08,Takers
10,1) $0 - $100,56.24,1,0,Surburban,1,Phone,0,0.0,0,1,7.435347594198795e-10,1.4453239560844063e-08,1.5196774320263943e-08,Lost Causes
2,4) $350 - $500,357.16,0,1,Surburban,0,Phone,0,0.0,0,0,1.877682473924764e-10,1.8934913312998483e-08,1.912268156039096e-08,Lost Causes
2,3) $200 - $350,294.84,0,1,Surburban,0,Phone,0,0.0,0,0,1.7521672408369557e-10,1.7650212465230332e-08,1.7825429189314028e-08,Lost Causes
1,5) $500 - $750,519.62,1,0,Urban,1,Multichannel,0,0.0,0,0,-3.4555138759892267e-13,1.8731277574099324e-08,1.8730932022711725e-08,Lost Causes
1,3) $200 - $350,250.66,1,1,Urban,1,Phone,0,0.0,0,1,-5.632332725568337e-13,1.9569293882136155e-08,1.95687306488636e-08,Lost Causes
5,2) $100 - $200,132.95,1,0,Surburban,1,Phone,0,0.0,0,1,2.080700904617722e-10,1.531139256033404e-08,1.551946265079581e-08,Lost Causes
9,1) $0 - $100,65.08,1,0,Urban,1,Web,0,0.0,0,1,7.718787667230133e-10,1.5004648395165283e-08,1.5776527161888296e-08,Lost Causes
6,2) $100 - $200,181.81,1,0,Surburban,1,Phone,0,0.0,0,1,7.699698060728324e-10,1.535045964805438e-08,1.612042945412721e-08,Lost Causes
3,3) $200 - $350,269.17,1,0,Rural,0,Web,0,0.0,0,1,-1.3082751139388942e-14,2.0619306818963102e-08,2.0619293736211962e-08,Lost Causes
8,4) $350 - $500,360.24,1,1,Urban,0,Web,0,0.0,0,0,9.94913132660135e-10,1.7033639645386146e-08,1.802855277804628e-08,Takers
10,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0.0,0,1,-6.810065358409601e-10,1.6304909459925947e-08,1.5623902924084987e-08,Lost Causes
1,3) $200 - $350,238.52,1,1,Surburban,0,Multichannel,1,0.0,0,0,3.8106678882144086e-09,1.6151256053016744e-07,1.6532322841838185e-07,Takers
5,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,1,-3.587289737303714e-10,1.5824287932653558e-08,1.5465558958923186e-08,Lost Causes
2,3) $200 - $350,202.85,1,0,Rural,0,Web,0,0.0,0,1,7.1229769882372e-11,1.7891731569972966e-08,1.7962961339855338e-08,Lost Causes
4,4) $350 - $500,394.14,1,0,Urban,0,Web,0,0.0,0,1,6.524840395148019e-10,1.8086707336514415e-08,1.8739191376029217e-08,Lost Causes
9,1) $0 - $100,32.92,1,0,Surburban,0,Web,1,0.0,0,1,-1.677211821768632e-08,1.0626969152138585e-07,8.949757330369953e-08,Lost Causes
8,1) $0 - $100,43.11,0,1,Urban,0,Phone,0,0.0,0,0,7.346994110698469e-10,1.6178779749937813e-08,1.691347916100766e-08,Lost Causes
4,"6) $750 - $1,000",765.33,0,1,Urban,1,Web,0,0.0,0,1,6.456197477227668e-10,1.790173643923475e-08,1.8547356186957517e-08,Lost Causes
9,2) $100 - $200,176.01,1,0,Rural,0,Phone,1,0.0,0,1,-2.56185175285753e-08,1.2510632238722938e-07,9.948780485865408e-08,Lost Causes
6,3) $200 - $350,283.45,0,1,Surburban,0,Web,0,0.0,0,0,1.0242103787073394e-09,1.7536661901942994e-08,1.8560872280650334e-08,Takers
11,2) $100 - $200,119.08,1,0,Rural,0,Web,0,0.0,0,1,-2.954185865012741e-10,1.6012931223875844e-08,1.571751263737457e-08,Lost Causes
3,"7) $1,000 +",1174.38,0,1,Rural,1,Phone,0,0.0,0,1,-1.5740586222292748e-13,1.873239561309398e-08,1.8732238207231757e-08,Lost Causes
10,2) $100 - $200,125.23,1,0,Surburban,0,Web,0,0.0,0,0,-2.907474172530599e-10,1.5760868494114763e-08,1.5470121076861703e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0.0,0,1,-6.912603310441261e-11,1.6480640054058342e-08,1.641151402095393e-08,Lost Causes
3,1) $0 - $100,98.94,0,1,Urban,1,Web,1,0.0,0,1,-7.732746818025946e-09,1.4050217005091005e-07,1.327694232328841e-07,Lost Causes
11,1) $0 - $100,55.3,1,0,Urban,0,Web,0,0.0,0,1,-6.905409257437568e-10,1.6534169800492453e-08,1.5843628874748696e-08,Lost Causes
9,1) $0 - $100,55.32,1,0,Surburban,0,Phone,0,0.0,0,0,-6.620237775750779e-10,1.5852172434795892e-08,1.5190148657220815e-08,Lost Causes
1,2) $100 - $200,132.77,1,0,Surburban,1,Phone,0,0.0,0,1,2.5020826892607436e-10,1.622773236848181e-08,1.6477940637407885e-08,Lost Causes
9,2) $100 - $200,163.15,1,0,Rural,0,Phone,0,0.0,0,0,-6.169953702444109e-10,1.577485960809675e-08,1.515786423785234e-08,Lost Causes
10,3) $200 - $350,241.84,1,0,Urban,0,Phone,0,0.0,0,0,-2.0770156907052752e-10,1.6184955754681992e-08,1.5977254185611464e-08,Lost Causes
1,5) $500 - $750,659.26,0,1,Surburban,1,Multichannel,0,0.0,0,1,-5.00761176824711e-13,1.9573599358732914e-08,1.957309859755609e-08,Lost Causes
1,1) $0 - $100,30.83,0,1,Surburban,1,Web,0,0.0,0,0,1.7269479267313154e-10,1.64914704239502e-08,1.6664165216623332e-08,Lost Causes
7,1) $0 - $100,39.41,0,1,Urban,1,Phone,0,0.0,0,0,1.255650714105634e-09,1.5658057894048545e-08,1.691370860815418e-08,Takers
2,"6) $750 - $1,000",833.06,1,0,Urban,1,Phone,0,0.0,0,0,6.855637321862315e-10,1.900863977520328e-08,1.969420350738951e-08,Lost Causes
9,1) $0 - $100,32.66,0,1,Rural,0,Phone,0,0.0,0,0,3.6685066334331543e-10,1.5941069924433027e-08,1.6307920587776342e-08,Lost Causes
4,5) $500 - $750,741.39,1,0,Urban,1,Multichannel,1,0.0,0,1,1.1916308037512725e-08,1.568416935935575e-07,1.6875800163107024e-07,Takers
4,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0.0,0,1,1.7365962192653917e-10,1.6594429213433655e-08,1.6768088835360195e-08,Lost Causes
4,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0.0,0,1,2.4325653330944323e-10,1.5786220713830135e-08,1.6029477247139578e-08,Lost Causes
1,4) $350 - $500,422.03,0,1,Surburban,0,Web,0,0.0,0,0,-3.96621911594912e-13,1.9326624781785266e-08,1.932622815987367e-08,Lost Causes
10,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0.0,0,1,7.691283158011098e-10,1.4950627894624184e-08,1.5719756210425294e-08,Lost Causes
4,2) $100 - $200,197.04,0,1,Urban,0,Web,0,0.0,0,1,4.563893867686664e-10,1.6570771539812466e-08,1.7027160926581132e-08,Lost Causes
1,5) $500 - $750,705.52,1,1,Urban,1,Phone,1,39.91,1,0,2.391688317393559e-07,0.9999965654811748,0.9999968046500065,Takers
4,2) $100 - $200,199.56,1,0,Urban,0,Phone,0,0.0,0,1,5.399367558194132e-10,1.6428778555195464e-08,1.6968715311014878e-08,Lost Causes
10,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,1,-7.032196415357564e-11,1.6763043144034892e-08,1.6692721179881316e-08,Lost Causes
3,3) $200 - $350,274.98,1,0,Surburban,0,Web,0,0.0,0,1,-5.279230446065137e-10,2.0564693332878635e-08,2.003677028827212e-08,Lost Causes
9,1) $0 - $100,37.08,1,0,Rural,0,Phone,0,0.0,0,1,-6.976317475175366e-10,1.670295641132939e-08,1.6005324663811853e-08,Lost Causes
5,1) $0 - $100,35.12,1,0,Urban,1,Web,0,0.0,0,1,2.1246804286583852e-10,1.5634742394266217e-08,1.5847210437132055e-08,Lost Causes
3,2) $100 - $200,108.49,0,1,Rural,1,Web,0,0.0,0,1,5.43093479022073e-10,1.7751921994605317e-08,1.829501547362739e-08,Lost Causes
7,2) $100 - $200,131.93,0,1,Urban,1,Phone,0,0.0,0,1,5.708187843015653e-10,1.4986865513395838e-08,1.5557684297697403e-08,Lost Causes
11,2) $100 - $200,183.73,1,0,Urban,1,Phone,0,0.0,0,1,7.646838473680468e-10,1.4865045296218101e-08,1.5629729143586148e-08,Lost Causes
4,"6) $750 - $1,000",879.26,0,1,Surburban,1,Phone,0,0.0,0,0,6.249540283138655e-10,1.7329024987966362e-08,1.7953979016280228e-08,Lost Causes
9,1) $0 - $100,72.29,0,1,Urban,1,Web,0,0.0,0,1,7.403713753739411e-10,1.5274434834496788e-08,1.601480620987073e-08,Lost Causes
5,1) $0 - $100,69.87,0,1,Urban,1,Web,0,0.0,0,1,1.7325894761125124e-10,1.6154545952302333e-08,1.6327804899913584e-08,Lost Causes
8,4) $350 - $500,389.82,1,1,Surburban,1,Web,0,0.0,0,1,6.878839253254814e-10,1.729288927968503e-08,1.7980773205010512e-08,Lost Causes
8,1) $0 - $100,36.17,0,1,Urban,1,Web,0,0.0,0,1,1.2754229406227313e-09,1.590503870539378e-08,1.718046164601651e-08,Takers
4,1) $0 - $100,59.08,1,0,Rural,1,Phone,0,0.0,0,1,2.604024819023317e-10,1.6896840763919065e-08,1.7157243245821396e-08,Lost Causes
8,1) $0 - $100,94.27,1,0,Rural,0,Phone,1,0.0,0,1,-7.637822650767586e-09,8.797990031273128e-08,8.034207766196369e-08,Lost Causes
12,4) $350 - $500,364.62,0,1,Urban,0,Web,0,0.0,0,1,4.843574581640627e-10,1.68188141360262e-08,1.7303171594190262e-08,Lost Causes
3,4) $350 - $500,437.06,0,1,Surburban,0,Multichannel,0,0.0,0,1,-5.112066606252451e-10,1.9912487108354916e-08,1.940128044772967e-08,Lost Causes
9,2) $100 - $200,144.12,0,1,Urban,1,Phone,0,0.0,0,1,1.0700705563958953e-09,1.4603658570487547e-08,1.5673729126883443e-08,Takers
11,3) $200 - $350,230.08,0,1,Urban,0,Multichannel,0,0.0,0,0,2.6436347076239795e-10,1.656366627616518e-08,1.682802974692758e-08,Lost Causes
9,3) $200 - $350,289.27,0,1,Urban,0,Web,0,0.0,0,1,1.0242097551991805e-09,1.753666232483355e-08,1.856087208003273e-08,Takers
11,2) $100 - $200,131.15,1,0,Surburban,0,Phone,0,0.0,0,0,-2.888586665324674e-10,1.5658389523068473e-08,1.5369530856536005e-08,Lost Causes
9,1) $0 - $100,61.56,1,0,Urban,0,Phone,0,0.0,0,1,-6.878417762696459e-10,1.6469496433593763e-08,1.5781654657324117e-08,Lost Causes
6,2) $100 - $200,119.41,0,1,Surburban,0,Web,0,0.0,0,0,2.3281800663181573e-10,1.577544394112494e-08,1.6008261947756756e-08,Lost Causes
1,3) $200 - $350,346.29,1,1,Rural,0,Phone,1,0.0,0,0,9.774581151836885e-09,1.3631735332029698e-07,1.4609193447213387e-07,Takers
1,2) $100 - $200,104.26,1,0,Surburban,0,Web,0,0.0,0,1,6.409529311566565e-11,1.6102428375154702e-08,1.6166523668270368e-08,Lost Causes
3,"6) $750 - $1,000",772.63,1,0,Surburban,1,Multichannel,1,0.0,0,1,1.798811938472411e-08,1.547260584183893e-07,1.7271417780311342e-07,Takers
4,1) $0 - $100,62.67,0,1,Urban,0,Web,0,0.0,0,0,-2.0322400580687126e-11,1.686490268773059e-08,1.68445802871499e-08,Lost Causes
2,1) $0 - $100,46.72,1,0,Urban,1,Web,0,0.0,0,0,2.459238434066003e-10,1.595391756297147e-08,1.619984140637807e-08,Lost Causes
5,4) $350 - $500,456.77,1,1,Surburban,1,Multichannel,0,0.0,0,0,9.220457835260641e-10,1.650258649341315e-08,1.7424632276939213e-08,Lost Causes
11,2) $100 - $200,150.23,0,1,Surburban,1,Phone,0,0.0,0,1,1.0601603427087088e-09,1.4468405659299739e-08,1.5528566002008448e-08,Takers
12,2) $100 - $200,101.85,1,0,Surburban,1,Web,0,0.0,0,1,7.57232341881469e-10,1.4719636743773948e-08,1.5476869085655417e-08,Lost Causes
9,2) $100 - $200,139.72,0,1,Urban,1,Phone,0,0.0,0,1,1.0700705563958953e-09,1.4603658570487547e-08,1.5673729126883443e-08,Takers
7,2) $100 - $200,153.16,0,1,Urban,0,Web,0,0.0,0,1,2.306608335286163e-10,1.5629335207975895e-08,1.585999604150451e-08,Lost Causes
10,3) $200 - $350,246.38,1,0,Rural,1,Multichannel,0,0.0,0,1,6.822509047150764e-10,1.59079844680604e-08,1.6590235372775475e-08,Lost Causes
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,0,-3.5873798524571107e-10,1.5824296952853235e-08,1.5465558967607524e-08,Lost Causes
1,"6) $750 - $1,000",864.69,0,1,Urban,1,Multichannel,0,0.0,0,1,-4.329683338046774e-13,1.9104180012736846e-08,1.910374704440304e-08,Lost Causes
8,2) $100 - $200,177.03,1,0,Urban,0,Web,0,0.0,0,1,-1.810236477941229e-10,1.579764684904825e-08,1.5616623201254127e-08,Lost Causes
6,3) $200 - $350,299.82,0,1,Rural,0,Web,0,0.0,0,1,4.990417744486392e-10,1.7331496103813917e-08,1.7830537878262556e-08,Lost Causes
9,"6) $750 - $1,000",917.13,1,0,Rural,1,Multichannel,0,0.0,0,1,7.891039768942363e-10,1.839725110376946e-08,1.9186355080663697e-08,Lost Causes
8,2) $100 - $200,123.34,1,0,Surburban,0,Web,0,0.0,0,0,-2.907474163688038e-10,1.576086844618089e-08,1.5470121029812087e-08,Lost Causes
10,1) $0 - $100,38.85,0,1,Rural,0,Web,0,0.0,0,0,2.9709504571944684e-10,1.6871779009088107e-08,1.7168874054807554e-08,Lost Causes
4,5) $500 - $750,584.36,1,0,Urban,1,Multichannel,0,0.0,0,1,6.33028144460558e-10,1.7551585966220317e-08,1.8184614110680875e-08,Lost Causes
9,3) $200 - $350,320.54,0,1,Urban,0,Multichannel,0,0.0,0,0,1.2499987108557058e-09,1.671462684068504e-08,1.7964625551540744e-08,Takers
8,1) $0 - $100,55.74,0,1,Rural,1,Phone,0,0.0,0,1,7.350209142200401e-10,1.5252411066556274e-08,1.5987431980776314e-08,Lost Causes
2,1) $0 - $100,93.13,1,0,Urban,0,Phone,0,0.0,0,1,6.581044330519918e-11,1.6571765082596974e-08,1.6637575525902173e-08,Lost Causes
10,1) $0 - $100,66.87,0,1,Surburban,1,Phone,0,0.0,0,1,7.362825313778126e-10,1.5189641654527604e-08,1.5925924185905417e-08,Lost Causes
3,1) $0 - $100,91.71,1,0,Urban,0,Web,0,0.0,0,1,6.67435037120582e-11,1.6809547700773876e-08,1.6876291204485935e-08,Lost Causes
2,2) $100 - $200,121.94,1,0,Urban,0,Phone,0,0.0,0,1,6.706833621449344e-11,1.689084113695228e-08,1.6957909473166775e-08,Lost Causes
5,1) $0 - $100,56.25,1,0,Urban,0,Phone,0,0.0,0,1,-3.581746142613333e-10,1.5799152178244915e-08,1.5440977563983582e-08,Lost Causes
3,3) $200 - $350,240.04,0,1,Rural,1,Phone,1,0.0,0,1,1.9811730813491388e-09,1.4457576432333307e-07,1.465569374046822e-07,Takers
